iter	F1	Logloss
175	0.5687830688	0.01999907191
176	0.5678358703	0.01998615105
177	0.5683096262	0.01994892455
178	0.5676480318	0.01993238333
179	0.5676480318	0.01992062372
180	0.5685950413	0.01990812673
181	0.5681216931	0.01989376614
182	0.5692561983	0.01986897357
183	0.5696369637	0.01985402447
184	0.5696369637	0.01983663728
185	0.5710517639	0.01982095955
186	0.5710517639	0.01980809824
187	0.5719934102	0.01979620026
188	0.5729338163	0.01978108302
189	0.573403555	0.01976688882
190	0.5749014455	0.0197501199
191	0.5753694581	0.01973623046
192	0.5753694581	0.01972292427
193	0.5749014455	0.01970525158
194	0.5758371635	0.01969863965
195	0.5761154856	0.01968838458
196	0.5770491803	0.01966771681
197	0.5775155687	0.01965535644
198	0.5776173285	0.01964388057
199	0.5788096795	0.01962867225
200	0.5802025482	0.01961469523
201	0.5802025482	0.01960466786
202	0.580307491	0.01959148603
203	0.580307491	0.01957880513
204	0.5797385621	0.01957095313
205	0.5804766569	0.01955344333
206	0.5804766569	0.0195358985
207	0.5802025482	0.01952361519
208	0.5799280811	0.01950130451
209	0.5808559294	0.01949307418
210	0.5804973822	0.0194672675
211	0.5813193991	0.01944113503
212	0.5811296115	0.01943088172
213	0.5811296115	0.01941734433
214	0.5819725669	0.01940671795
215	0.5819725669	0.0193968885
216	0.5819725669	0.0193790932
217	0.5819725669	0.01937168783
218	0.5819725669	0.01935489089
219	0.5815926893	0.01933016138
220	0.5815926893	0.01932295044
221	0.5815926893	0.01930834988
222	0.5815926893	0.01929292963
223	0.5827079935	0.01927740253
224	0.5827079935	0.01927154199
225	0.5827079935	0.01926028857
226	0.5827079935	0.01924877767
227	0.5831702544	0.01923492501
228	0.5831702544	0.01922416201
229	0.5829801109	0.01921269841
230	0.5829801109	0.01920143097
231	0.5839320705	0.0191825007
232	0.5839320705	0.01917658937
233	0.5843943846	0.01916038619
234	0.5853181077	0.01915122231
235	0.5853181077	0.01914310233
236	0.5857795173	0.01912781694
237	0.5867014342	0.0191188177
238	0.586970684	0.01909798179
239	0.586970684	0.01908585437
240	0.587161942	0.01907085447
241	0.588082058	0.01905874806
242	0.588082058	0.01905040564
243	0.5885416667	0.01903469289
244	0.5885416667	0.01902000126
245	0.5885416667	0.01901171839
246	0.589459987	0.01900306244
247	0.5899186992	0.01899245182
248	0.5901852454	0.01898327393
249	0.5906432749	0.01897437979
250	0.5920155794	0.01895641284
251	0.5920155794	0.01894470403
252	0.5924724205	0.01893643692
253	0.5922802465	0.01892516773
254	0.5923525599	0.01891828256
255	0.592808552	0.01890651245
256	0.5946295697	0.01887702059
257	0.5934564302	0.01886066153
258	0.5939119171	0.01885164478
259	0.5939119171	0.01884112524
260	0.5935275081	0.01882132622
261	0.5935275081	0.01880266567
262	0.5935275081	0.0187912914
263	0.5939825299	0.01877463983
264	0.5939825299	0.01876170671
265	0.5939825299	0.01874999965
266	0.5948916909	0.01872907967
267	0.5946994182	0.01871987025
268	0.5956072351	0.0187108027
269	0.5942450695	0.01870111162
270	0.5974193548	0.01868393986
271	0.5976121329	0.01867608086
272	0.5980645161	0.0186672918
273	0.5985166075	0.0186626363
274	0.5978050355	0.01864683772
275	0.5973522764	0.01863271182
276	0.5985166075	0.01862600005
277	0.5989684075	0.0186184388
278	0.5987096774	0.01860432167
279	0.5991615608	0.01859692331
280	0.5996131528	0.01858893819
281	0.5996131528	0.01858164843
282	0.6018667525	0.01855999631
283	0.6016731017	0.01854022882
284	0.6023786564	0.01853278142
285	0.6036644166	0.01852668968
286	0.6038585209	0.01850583275
287	0.6038585209	0.01849994069
288	0.6036036036	0.01848722125
289	0.603154168	0.0184723282
290	0.6036036036	0.01846305748
291	0.6036036036	0.01845461172
292	0.6036036036	0.01844803482
293	0.6036036036	0.0184420289
294	0.6036036036	0.01843720526
295	0.6036036036	0.01843096289
296	0.603348358	0.01840896573
297	0.603154168	0.01840242211
298	0.6018041237	0.01838837853
299	0.6018041237	0.01838341126
300	0.6019980664	0.01836983184
301	0.6018041237	0.01835833671
302	0.6018041237	0.01834579242
303	0.6022544283	0.0183346003
304	0.602704443	0.01832915137
305	0.603154168	0.01831024211
306	0.6040527501	0.0183062662
307	0.6045016077	0.01829711283
308	0.6040527501	0.01828907692
309	0.6045016077	0.0182798097
310	0.6043072967	0.01827240959
311	0.6038585209	0.01826323696
312	0.6045615162	0.01824935277
313	0.6055930569	0.01823900663
314	0.6045615162	0.01822684592
315	0.6050096339	0.01822022348
316	0.6050096339	0.01821318067
317	0.6047557841	0.01820328992
318	0.6047557841	0.018190588
319	0.6049501768	0.01817997563
320	0.6058464504	0.01816746638
321	0.6058464504	0.01815688378
322	0.6058464504	0.01814910184
323	0.6062941554	0.01813623178
324	0.607073955	0.01812573325
325	0.6068788171	0.01811295777
326	0.6068788171	0.01810599553
327	0.6073264781	0.0180960645
328	0.6080256822	0.01808895163
329	0.6080256822	0.018080653
330	0.6084724005	0.01807338775
331	0.6089188322	0.01806648857
332	0.6111467008	0.01805511429
333	0.6120358515	0.01804190794
334	0.61248	0.01803182277
335	0.6129238644	0.01802124718
336	0.6142537552	0.01801011636
337	0.6142537552	0.01800241324
338	0.6142537552	0.01799126315
339	0.6146964856	0.01797406512
340	0.6151389332	0.01796527081
341	0.6146964856	0.01794786785
342	0.6146964856	0.01793549346
343	0.6146964856	0.01792662384
344	0.6146964856	0.01792029565
345	0.6146964856	0.01791463653
346	0.6151389332	0.01790270352
347	0.616464582	0.01789472016
348	0.616464582	0.01788598715
349	0.6160229812	0.01788020543
350	0.6160229812	0.01787225535
351	0.6160229812	0.01786698507
352	0.6160229812	0.01785461243
353	0.6160229812	0.01785059973
354	0.616464582	0.01784352015
355	0.616464582	0.01783653864
356	0.6177876953	0.01783316524
357	0.6177876953	0.01782695441
358	0.6189111748	0.01781219096
359	0.6189111748	0.01780309189
360	0.6199872693	0.01779579337
361	0.6202290076	0.01778804471
362	0.6206677266	0.01778108597
363	0.6204263443	0.01776888499
364	0.6206677266	0.01775449637
365	0.6206677266	0.01774434639
366	0.6217418945	0.01773320506
367	0.6217418945	0.01772503604
368	0.6219822109	0.01771495613
369	0.6232941923	0.017708416
370	0.6237309645	0.01770201075
371	0.6250396197	0.01769051912
372	0.625079164	0.0176829894
373	0.625079164	0.01767931649
374	0.6263840557	0.01767588704
375	0.6263840557	0.01766471419
376	0.6268184693	0.0176559444
377	0.6268184693	0.01764539158
378	0.6272526083	0.01763942069
379	0.6276864728	0.01763505419
380	0.6276864728	0.01762864018
381	0.6276864728	0.01762176552
382	0.6276864728	0.01761471395
383	0.6285533797	0.01760874132
384	0.6285533797	0.01760237109
385	0.6289864225	0.01759731975
386	0.6285172305	0.01758324815
387	0.6289506953	0.01757569041
388	0.6293838863	0.01756388
389	0.6293838863	0.01755784081
390	0.6293838863	0.01755288405
391	0.6291850916	0.01754633517
392	0.629617935	0.01753652674
393	0.6291850916	0.01752884113
394	0.6309148265	0.01752004682
395	0.631147541	0.0175101876
396	0.6307158625	0.01750582109
397	0.6307158625	0.01749590582
398	0.6307158625	0.01748661058
399	0.6315789474	0.01748145415
400	0.6315789474	0.01747415212
401	0.6324409449	0.01746485162
402	0.6320100819	0.01745855496
403	0.6318110236	0.01745314281
404	0.6318110236	0.01744640302
405	0.6315789474	0.01744189639
406	0.6315789474	0.01743621626
407	0.6322092657	0.0174264306
408	0.6335325574	0.01741680082
409	0.6335325574	0.0174046874
410	0.6339622642	0.01739789156
411	0.6339622642	0.01739109572
412	0.6339622642	0.01738627558
413	0.6329034288	0.01737946572
414	0.6329034288	0.01737383638
415	0.6333333333	0.01735972976
416	0.6337629676	0.01735358548
417	0.6337629676	0.01734514497
418	0.6333333333	0.01734002006
419	0.6346214263	0.01732827096
420	0.6341923319	0.01732424951
421	0.6339930883	0.01731670227
422	0.6348508634	0.01731042312
423	0.6348508634	0.01730377441
424	0.6352793471	0.01729901907
425	0.6359070935	0.01729493105
426	0.6350800126	0.01728951189
427	0.6350800126	0.0172834657
428	0.6350800126	0.01727538775
429	0.6346516008	0.01727120516
430	0.6346516008	0.01726017417
431	0.6359360301	0.01725267948
432	0.6376448481	0.01724245769
433	0.6380713838	0.01723688615
434	0.6380713838	0.01722717931
435	0.6376448481	0.01721598369
436	0.6389236546	0.0172054151
437	0.6393493901	0.01719995741
438	0.6389236546	0.01719290585
439	0.6391236307	0.01718035456
440	0.6391236307	0.01716756331
441	0.6391236307	0.01715782494
442	0.6395494368	0.01714509325
443	0.6399749765	0.01713946566
444	0.6408252579	0.01713589259
445	0.6416744767	0.01712899691
446	0.6416744767	0.01712191032
447	0.6416744767	0.01711291633
448	0.6420986883	0.01711009816
449	0.6420986883	0.01710451086
450	0.6429463171	0.01710168743
451	0.6429463171	0.01709532421
452	0.6429463171	0.01708781025
453	0.6429463171	0.01708295683
454	0.6429463171	0.01707600335
455	0.6433697348	0.01706869782
456	0.644215778	0.01706200006
457	0.6450607666	0.01705492048
458	0.645482866	0.01704992168
459	0.645482866	0.01704037598
460	0.645482866	0.01702946935
461	0.645482866	0.0170263832
462	0.6459047026	0.01702262447
463	0.6467475879	0.01701499315
464	0.6467475879	0.01701098921
465	0.6467475879	0.01700296206
466	0.6465463597	0.016997655
467	0.6465463597	0.01699121647
468	0.6476072094	0.01698693929
469	0.6456840137	0.01697971258
470	0.6465275615	0.01697686638
471	0.6465275615	0.01697233348
472	0.6465275615	0.01696678997
473	0.6465275615	0.01696139358
474	0.6473700591	0.01695340671
475	0.6473700591	0.01694698394
476	0.6473700591	0.01694199215
477	0.6475894246	0.01693830348
478	0.6475716065	0.01693031661
479	0.6475716065	0.01692492723
480	0.6475716065	0.01691433237
481	0.6475716065	0.01690786056
482	0.6479925303	0.01690392668
483	0.6481942715	0.01689195163
484	0.6481942715	0.01688601753
485	0.6481942715	0.01687704106
486	0.6481942715	0.0168721421
487	0.6494556765	0.01686942026
488	0.6502953062	0.01685845233
489	0.6498756219	0.0168497999
490	0.649859944	0.01684262923
491	0.649859944	0.01683794746
492	0.6494396015	0.01682839475
493	0.6494396015	0.01682255873
494	0.6481770022	0.01681452983
495	0.6490189972	0.01680770421
496	0.649859944	0.01679706031
497	0.6496577474	0.01678701893
498	0.6496577474	0.01678321291
499	0.6496577474	0.01677727705
